f,gain,split
nextClick2,1373604.06,37
app,9826072.03,52
os,796610.65,42
channel,37298144.92,138
device,134155.32,8
hour,429003.48,18
ip,3664464.67,178
ip_tcount,345989.70,8
ip_tchan_count,0.00,0
ip_app_count,764916.56,6
ip_app_os_count,35925.52,6
X0,458877.36,18
X1,8302.94,5
X2,0.00,0
X3,163311.86,6
X4,20112.96,3
X5,572.37,1
X6,60454.36,3
X7,2822.17,1
X8,68753.48,5
ipday_count,2307790.76,23
